year,state,county,division_yield,division_noaa,data_item,value,cv,temp_gs,pcpn_gs,county_padded,fips_full,GDD_GS,KDD_GS,TMAX_AVG_GS,PREC_GS,CHD_GS,GDD_SGF,KDD_SGF,TMAX_AVG_SGF,PREC_SGF,CHD_SGF
1995,27,051,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",105.0,,21.425925925925924,508.508,051,27051,1257.3299999999997,61.65000000000002,21.47590163934426,508.24000000000024,12.0,505.36,16.77,26.821304347826082,185.98999999999998,1.0
1996,27,051,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",112.0,,21.09259259259259,362.20399999999995,051,27051,1170.5499999999997,38.38000000000001,21.13967213114754,362.3400000000001,10.0,477.14,8.509999999999998,26.679347826086957,117.83,2.0
1997,27,051,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",138.0,,21.407407407407405,400.812,051,27051,1204.11,28.78,21.42508196721312,400.85,6.0,465.28999999999996,18.740000000000002,25.546956521739126,147.01000000000002,5.0
1998,27,051,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",152.0,,23.638888888888886,426.212,051,27051,1397.7099999999996,47.07999999999999,23.67612021857924,426.13,13.0,522.74,18.02,27.19586956521739,92.84,4.0
1999,27,051,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",147.0,,21.935185185185187,532.384,051,27051,1253.1,53.47000000000001,21.990163934426224,532.4499999999999,13.0,537.77,41.460000000000015,27.715000000000003,168.32,9.0
2000,27,051,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",148.0,,22.287037037037038,402.59000000000003,051,27051,1223.1900000000003,44.21,22.335792349726773,402.32,12.0,529.22,22.100000000000005,27.763913043478258,120.10999999999999,5.0
2001,27,051,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",138.0,,22.527777777777775,564.134,051,27051,1362.4700000000005,99.68000000000002,22.58579234972678,564.0999999999998,22.0,580.11,66.83000000000001,28.951521739130435,133.88000000000002,12.0
2002,27,051,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",162.0,,22.175925925925924,503.42799999999994,051,27051,1341.7799999999997,78.15000000000002,22.20295081967213,503.5999999999999,16.0,548.8199999999999,38.02,27.902826086956527,219.84,7.0
2003,27,051,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",137.0,,22.759259259259256,448.30999999999995,051,27051,1283.1500000000003,73.43,22.796721311475416,448.29000000000013,20.0,526.8499999999999,19.53,27.817391304347826,80.58999999999999,5.0
2004,27,051,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",145.0,,21.25,634.746,051,27051,1013.7800000000001,14.829999999999998,21.269726775956283,634.73,5.0,416.39,11.479999999999997,25.03065217391304,159.43,4.0
2005,27,051,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",166.0,,22.81481481481482,636.27,051,27051,1348.15,56.25,22.835683060109286,636.41,18.0,536.0500000000001,40.650000000000006,27.86565217391304,125.28,12.0
2006,27,051,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",146.0,,23.166666666666668,455.42199999999997,051,27051,1353.29,83.23999999999998,23.20420765027322,455.52,15.0,588.9800000000001,71.48999999999998,29.637173913043476,78.63999999999999,12.0
2007,27,051,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",132.0,,22.87962962962963,495.554,051,27051,1400.85,78.24000000000001,22.91704918032787,495.61,22.0,561.57,47.23000000000002,28.664130434782603,59.52,11.0
2008,27,051,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",150.0,,21.694444444444446,430.784,051,27051,1160.2700000000002,19.220000000000002,21.743551912568304,430.93,8.0,513.5799999999999,9.43,27.626739130434782,115.28,3.0
2009,27,051,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",158.0,,21.574074074074073,337.058,051,27051,1129.9300000000003,17.909999999999993,21.59191256830601,337.03000000000003,6.0,426.59000000000003,7.969999999999995,25.410869565217393,92.19,3.0
2010,27,051,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",172.7,,22.86111111111111,588.01,051,27051,1313.1799999999996,43.10999999999999,22.90202185792349,588.18,12.0,561.88,24.24,28.200652173913046,206.52,5.0
2011,27,051,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",123.1,,21.777777777777782,530.606,051,27051,1268.4799999999998,55.01999999999998,21.814262295081967,530.9799999999999,12.0,593.75,37.46999999999999,28.648695652173917,259.02,6.0
2012,27,051,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",183.0,,24.009259259259263,400.304,051,27051,1400.92,93.75,24.049180327868857,400.09,28.0,587.23,56.32999999999999,28.85934782608696,127.53,16.0
2013,27,051,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",160.3,,21.222222222222225,460.756,051,27051,1312.0599999999997,72.99000000000001,21.282786885245905,460.77000000000004,20.0,474.44000000000005,22.809999999999995,26.536739130434785,93.74000000000001,5.0
2014,27,051,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",144.9,,21.14814814814815,588.2639999999999,051,27051,1200.6299999999999,17.54,21.182841530054645,588.25,4.0,460.41,7.009999999999998,25.90043478260869,86.09,1.0
2015,27,051,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",176.0,,23.157407407407405,483.87,051,27051,1346.7999999999997,30.000000000000014,23.173333333333336,483.90999999999997,6.0,530.8299999999999,18.030000000000012,27.77586956521739,118.72,3.0
2016,27,051,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",197.8,,22.925925925925924,463.804,051,27051,1365.29,39.74000000000001,22.968142076502733,464.0899999999999,11.0,525.29,16.360000000000007,27.407391304347833,252.70000000000005,4.0
2017,27,051,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",190.2,,22.435185185185187,546.862,051,27051,1211.9199999999998,34.26999999999998,22.460546448087424,546.8000000000001,8.0,485.29,16.179999999999996,26.85217391304348,162.93,1.0
2018,27,051,nan,4,,,,22.61111111111111,473.96399999999994,051,27051,1452.8200000000002,69.76,22.524153005464477,474.21,19.0,535.6700000000001,25.74,27.60304347826087,155.81,9.0
2019,27,051,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",172.9,,21.481481481481485,612.14,051,27051,1268.5599999999993,31.969999999999995,21.805573770491804,612.2199999999998,9.0,542.88,15.239999999999995,27.281304347826087,146.29999999999998,5.0
2020,27,051,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",176.1,1.5,22.59259259259259,455.42199999999997,051,27051,1372.8599999999994,66.58,22.632950819672125,478.5700000000001,10.0,554.18,25.160000000000004,28.0358695652174,217.79,3.0
2021,27,051,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",179.8,1.4,24.055555555555557,425.70399999999995,051,27051,1506.0299999999995,135.29000000000002,24.200382513661197,422.88,30.0,566.15,48.60000000000001,28.851521739130437,75.01,12.0
2022,27,051,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",186.7,1.0,22.222222222222225,428.24399999999997,051,27051,1395.4600000000005,60.039999999999985,22.249234972677595,441.06,13.0,540.5400000000001,20.93,27.800652173913047,88.92000000000002,3.0
2023,27,051,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",187.4,1.9,23.425925925925927,384.048,051,27051,1526.9599999999994,116.82999999999998,23.654426229508193,361.1500000000001,28.0,495.69,32.33,27.360652173913046,152.38,7.0
1926,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",31.0,,22.777777777777782,473.45599999999996,053,27053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1927,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",31.0,,21.509259259259256,570.2299999999999,053,27053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1928,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",34.0,,21.87037037037037,513.334,053,27053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1929,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",34.0,,22.694444444444446,460.502,053,27053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1930,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",27.0,,24.48148148148148,418.33799999999997,053,27053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1931,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",17.0,,25.26851851851852,370.84,053,27053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1932,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",38.0,,23.916666666666668,425.70399999999995,053,27053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1933,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",33.0,,24.916666666666668,407.924,053,27053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1934,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",17.0,,24.787037037037038,367.792,053,27053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1935,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",30.0,,22.12037037037037,513.08,053,27053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1936,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",16.0,,24.712962962962962,264.668,053,27053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1937,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",33.0,,23.84259259259259,468.62999999999994,053,27053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1938,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",31.0,,22.98148148148148,719.836,053,27053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1939,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",43.0,,23.87037037037037,569.976,053,27053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1940,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",43.0,,22.407407407407405,446.78599999999994,053,27053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1941,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",42.0,,23.990740740740744,550.9259999999999,053,27053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1942,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",38.0,,21.833333333333332,720.598,053,27053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1943,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",44.0,,22.25,522.2239999999999,053,27053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1944,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",48.0,,22.027777777777782,651.764,053,27053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1945,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",40.0,,20.444444444444443,581.152,053,27053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1946,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",38.0,,22.38888888888889,484.6319999999999,053,27053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1947,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",32.0,,21.98148148148148,484.88599999999997,053,27053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1948,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",55.0,,24.23148148148148,348.48799999999994,053,27053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1949,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",48.0,,24.0,444.75399999999996,053,27053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1950,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",43.0,,20.9537037037037,384.556,053,27053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1951,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",44.0,,20.64814814814815,695.1979999999999,053,27053,1159.8500000000001,14.95,20.70606557377049,695.41,5.0,483.82,14.529999999999998,26.10934782608696,199.97,5.0
1952,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",57.0,,23.09259259259259,493.268,053,27053,1390.55,50.15,23.109234972677598,493.24,15.0,523.12,23.070000000000004,27.482608695652175,184.28,5.0
1953,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",48.0,,22.34259259259259,611.124,053,27053,1370.0299999999997,66.38,22.3968306010929,611.2200000000003,13.0,522.1700000000001,15.510000000000005,26.964347826086954,217.56,3.0
1954,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",53.0,,21.787037037037035,577.088,053,27053,1291.88,27.999999999999996,21.82131147540983,577.15,9.0,528.51,17.159999999999997,27.333260869565216,81.27,6.0
1955,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",54.0,,24.7962962962963,451.61199999999997,053,27053,1612.6399999999999,120.50999999999999,24.84923497267761,451.52000000000004,23.0,656.9899999999999,79.89999999999999,29.957608695652173,240.27000000000004,14.0
1956,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",65.0,,22.083333333333332,600.964,053,27053,1260.9499999999998,42.69000000000001,22.126830601092895,600.9400000000002,6.0,487.80999999999983,3.599999999999998,26.170434782608698,250.8,0.0
1957,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",60.0,,22.14814814814815,708.406,053,27053,1331.4700000000003,48.07000000000001,22.193661202185798,708.54,11.0,607.7199999999999,44.69,28.835434782608697,248.39,10.0
1958,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",62.0,,22.490740740740744,409.448,053,27053,1237.9999999999998,35.11,22.54229508196721,409.5000000000001,10.0,525.25,24.84,27.3704347826087,151.67999999999998,6.0
1959,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",60.0,,23.60185185185185,589.0260000000001,053,27053,1465.29,95.33999999999999,23.637595628415298,589.32,24.0,550.9499999999999,43.41,28.31173913043478,143.09,9.0
1960,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",53.0,,22.37037037037037,568.198,053,27053,1304.61,65.94999999999999,22.414644808743176,568.2499999999999,20.0,533.22,37.14999999999999,28.121521739130436,82.03000000000002,11.0
1961,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",71.0,,21.796296296296294,480.5679999999999,053,27053,1298.5999999999997,57.28,21.847322404371585,480.6700000000001,16.0,532.7800000000001,18.640000000000008,27.583913043478265,124.28999999999999,6.0
1962,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",67.0,,21.61111111111111,596.3919999999999,053,27053,1266.34,12.050000000000008,21.656338797814207,596.62,4.0,474.00999999999993,1.1500000000000021,25.712173913043472,172.29,0.0
1963,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",58.0,,23.14814814814815,460.756,053,27053,1412.1200000000001,57.519999999999996,23.183825136612025,460.61999999999995,16.0,571.2900000000001,33.47999999999999,28.46282608695652,95.3,11.0
1964,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",51.0,,23.35185185185185,584.708,053,27053,1437.99,131.67000000000002,23.39415300546448,584.47,28.0,599.3500000000001,96.26000000000002,29.413260869565207,78.76000000000002,20.0
1965,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",62.0,,20.444444444444446,737.616,053,27053,1165.34,23.26,20.507158469945356,737.6199999999999,7.0,523.43,22.62,27.108260869565218,167.51,7.0
1966,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",76.0,,22.01851851851852,400.304,053,27053,1314.8100000000002,91.4,22.058688524590167,399.9099999999999,23.0,591.16,67.67,28.834347826086958,137.56,14.0
1967,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",64.0,,21.305555555555557,468.88399999999996,053,27053,1159.9899999999998,13.979999999999993,21.3451912568306,469.08000000000015,3.0,480.7099999999999,11.789999999999996,26.411521739130436,74.84,3.0
1968,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",80.0,,22.13888888888889,663.4479999999999,053,27053,1267.18,57.99000000000001,22.152677595628415,663.4699999999999,9.0,524.8499999999999,19.430000000000003,27.09086956521739,141.39,2.0
1969,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",76.0,,23.083333333333332,334.01,053,27053,1354.2200000000005,61.379999999999995,23.13060109289618,334.23,16.0,562.81,32.519999999999996,28.255,110.93,6.0
1970,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",90.0,,23.074074074074076,561.848,053,27053,1453.2100000000003,95.41,23.11950819672131,561.74,25.0,593.83,56.63,29.002391304347828,144.61999999999998,13.0
1971,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",86.0,,22.824074074074076,475.996,053,27053,1303.3400000000001,39.74000000000001,22.83475409836066,475.9199999999999,12.0,452.57,5.93,26.059782608695656,95.07,1.0
1972,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",92.0,,21.888888888888886,534.1619999999999,053,27053,1292.2000000000003,59.29999999999999,21.934043715846993,533.9300000000001,15.0,468.91,8.89,25.59913043478261,201.10000000000002,2.0
1973,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",92.0,,22.296296296296294,472.1859999999999,053,27053,1375.5400000000002,68.77,22.35371584699453,471.75,18.0,562.73,32.379999999999995,28.113478260869567,116.33,9.0
1974,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",57.8,,22.111111111111114,466.34399999999994,053,27053,1235.45,75.99000000000001,22.150601092896178,466.5700000000001,13.0,591.1200000000001,65.94,28.925,121.52,10.0
1975,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",68.8,,21.805555555555554,643.89,053,27053,1360.88,95.49,21.869726775956284,643.8199999999997,25.0,606.4499999999999,77.49000000000001,29.551956521739132,93.29,22.0
1976,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",51.7,,24.66666666666667,287.274,053,27053,1474.6400000000003,148.34,24.717267759562837,287.43,35.0,567.26,72.16000000000003,29.72,90.17,14.0
1977,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",97.9,,23.861111111111114,647.954,053,27053,1520.0500000000002,62.92999999999999,23.89644808743169,647.6199999999999,11.0,541.3899999999999,43.53999999999999,27.926956521739132,126.08,8.0
1978,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",100.9,,22.833333333333332,769.8739999999999,053,27053,1429.4999999999995,78.11000000000001,22.863169398907104,770.0,15.0,516.41,31.169999999999995,26.810434782608695,198.26999999999998,8.0
1979,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",95.0,,21.675925925925927,536.9559999999999,053,27053,1285.55,31.64000000000001,21.70928961748634,536.8199999999998,7.0,528.25,10.990000000000002,27.114782608695652,105.88,5.0
1980,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",98.0,,23.60185185185185,547.8779999999999,053,27053,1440.8200000000002,100.75,23.655409836065573,547.76,19.0,580.71,60.420000000000016,29.10847826086956,152.56,7.0
1981,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",110.0,,22.12037037037037,515.6199999999999,053,27053,1260.9499999999998,27.150000000000002,22.138469945355187,515.7399999999999,8.0,541.42,23.560000000000002,27.268260869565214,133.97,7.0
1982,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",109.0,,22.10185185185185,453.136,053,27053,1343.5100000000002,63.83,22.17377049180328,453.13000000000005,16.0,589.65,53.44,28.820434782608697,60.74000000000001,13.0
1983,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",81.0,,22.296296296296294,586.74,053,27053,1436.5900000000001,110.39,22.34885245901639,586.9200000000002,24.0,647.61,76.47,29.851739130434783,107.71000000000002,17.0
1984,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",96.0,,22.277777777777782,663.194,053,27053,1317.2900000000002,42.82000000000001,22.326393442622955,663.37,11.0,568.0199999999999,24.44,28.11108695652174,176.04000000000002,6.0
1985,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",119.0,,22.657407407407405,650.24,053,27053,1345.0900000000001,48.579999999999984,22.684754098360656,649.96,13.0,528.4200000000001,21.97999999999999,27.707826086956516,154.06,7.0
1986,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",118.0,,22.462962962962962,765.5559999999998,053,27053,1332.9399999999998,43.84,22.506885245901636,765.3599999999998,11.0,545.87,19.149999999999995,27.173478260869565,157.14999999999998,4.0
1987,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",127.0,,24.990740740740737,509.77799999999996,053,27053,1623.6999999999996,122.97,25.01912568306011,509.74,24.0,619.97,55.15999999999998,28.87391304347826,315.48,11.0
1988,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",35.0,,25.972222222222218,332.486,053,27053,1720.3300000000002,254.41000000000003,26.01043715846994,332.72,48.0,682.27,152.8,31.910000000000004,142.12,26.0
1989,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",115.0,,22.990740740740737,481.33,053,27053,1400.76,65.57999999999998,23.03524590163934,481.2899999999999,19.0,603.61,55.469999999999985,29.12021739130435,110.64,16.0
1990,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",117.0,,22.777777777777782,677.164,053,27053,1408.9699999999998,39.760000000000005,22.816393442622953,677.22,9.0,502.66999999999996,15.560000000000002,26.66065217391304,169.39999999999998,3.0
1991,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",106.0,,22.89814814814815,804.926,053,27053,1521.65,62.07000000000001,22.921693989071034,804.8700000000001,15.0,518.83,19.08000000000001,26.34695652173913,196.63000000000002,3.0
1992,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",105.0,,20.925925925925927,554.482,053,27053,1109.9700000000003,14.460000000000004,20.956775956284154,554.57,5.0,391.48,5.699999999999999,23.887391304347826,184.31,2.0
1993,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",77.0,,20.425925925925927,766.5719999999999,053,27053,1130.12,11.84,20.48333333333333,766.2299999999999,5.0,491.46,6.27,25.490434782608695,242.89000000000001,3.0
1994,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",140.0,,22.675925925925927,559.308,053,27053,1376.2900000000002,17.389999999999997,22.691147540983604,559.3100000000001,5.0,457.83000000000004,1.2199999999999989,25.227173913043483,148.07999999999998,0.0
1995,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",123.0,,22.15740740740741,563.372,053,27053,1392.8500000000001,76.44999999999999,22.193442622950812,563.2899999999998,16.0,570.6,36.53999999999999,27.93565217391304,203.51,5.0
1996,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",114.0,,21.51851851851852,332.9939999999999,053,27053,1277.9400000000003,34.029999999999994,21.5403825136612,333.39,7.0,516.4799999999999,9.890000000000004,26.798260869565212,70.92999999999999,1.0
1997,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",130.0,,21.88888888888889,634.492,053,27053,1296.26,29.610000000000003,21.90879781420765,634.71,7.0,507.28,21.91,26.141304347826093,309.57000000000005,5.0
1998,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",146.0,,24.129629629629633,519.938,053,27053,1533.8400000000001,35.3,24.166939890710385,520.2499999999999,13.0,548.9699999999999,13.880000000000003,27.43630434782609,118.66999999999999,4.0
1999,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",132.0,,22.833333333333332,652.5260000000001,053,27053,1406.72,74.19,22.86142076502732,652.2599999999999,12.0,591.4999999999999,56.03,28.58282608695652,170.82999999999998,6.0
2000,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",142.0,,22.592592592592595,479.55199999999996,053,27053,1376.4399999999998,41.330000000000005,22.629672131147544,479.54999999999995,12.0,569.66,22.560000000000002,27.73586956521739,154.52,7.0
2001,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",129.0,,22.962962962962962,625.856,053,27053,1448.94,106.50999999999999,23.013497267759558,625.7699999999999,25.0,619.8000000000001,83.19999999999999,29.473260869565223,71.16999999999999,17.0
2002,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",148.0,,22.40740740740741,855.726,053,27053,1442.7400000000002,68.23,22.446502732240436,855.8799999999998,15.0,598.14,38.43,28.18934782608696,263.24,8.0
2003,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",122.0,,22.916666666666668,505.2059999999999,053,27053,1390.6899999999998,63.40000000000001,22.95256830601094,505.17000000000013,20.0,550.31,15.889999999999997,27.62434782608696,68.14999999999999,4.0
2004,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",151.0,,22.212962962962962,601.7259999999999,053,27053,1237.1899999999996,18.209999999999997,22.222459016393447,601.92,4.0,468.02000000000004,9.5,25.674565217391308,114.83,2.0
2005,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",156.0,,23.64814814814814,670.814,053,27053,1557.69,87.66000000000001,23.65300546448088,670.66,22.0,607.8700000000001,69.97999999999999,29.02847826086956,98.08,17.0
2006,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",135.0,,23.527777777777775,540.0039999999999,053,27053,1500.8899999999996,95.36000000000001,23.585245901639336,539.88,20.0,643.9199999999998,80.78,29.92369565217391,125.34,17.0
2007,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",100.0,,23.76851851851852,496.56999999999994,053,27053,1587.5799999999997,101.72999999999996,23.82153005464481,496.66999999999996,31.0,607.23,61.790000000000006,29.229782608695654,113.01999999999998,17.0
2008,27,053,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",143.0,,22.23148148148148,441.452,053,27053,1331.7900000000004,31.939999999999994,22.26743169398907,441.34,13.0,565.56,21.019999999999992,28.235000000000003,83.96999999999998,8.0
