year,state,county,division_yield,division_noaa,data_item,value,cv,temp_gs,pcpn_gs,fips,tmax_m01,tmax_m02,tmax_m03,tmax_m04,tmax_m05,tmax_m06,tmax_m07,tmax_m08,tmax_m09,tmax_m10,tmax_m11,tmax_m12,prcp_m01,prcp_m02,prcp_m03,prcp_m04,prcp_m05,prcp_m06,prcp_m07,prcp_m08,prcp_m09,prcp_m10,prcp_m11,prcp_m12
1963,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",79.0,,22.685185185185187,440.944,27039,-11.963548387096774,-5.0996428571428565,5.9387096774193555,14.46,18.876451612903224,27.226,27.625806451612902,25.641935483870967,22.263666666666666,20.910645161290322,8.154666666666667,-8.562903225806451,18.09,12.17,39.96,55.56,60.60000000000001,88.8,111.0,63.02,61.660000000000004,38.0,29.12,12.69
1964,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",56.0,,23.0,521.462,27039,-1.465483870967742,2.026896551724138,1.8654838709677422,13.352666666666666,22.684516129032257,26.233666666666668,30.095806451612905,25.59451612903226,20.05,14.376451612903226,5.791333333333333,-5.787741935483871,11.940000000000001,0.0,28.72,93.14,89.77,46.35,67.75,69.62,154.9,16.47,33.54,28.23
1965,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",72.0,,20.453703703703702,694.182,27039,-7.400322580645161,-6.035714285714286,-3.1348387096774193,9.302,20.9358064516129,24.49233333333333,26.645806451612902,24.89290322580645,16.452666666666666,15.950967741935484,4.948666666666667,0.6003225806451613,11.46,39.07,78.11,96.63,113.64,71.23,131.38,106.92,174.57,15.1,41.16,37.660000000000004
1966,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",83.0,,21.60185185185185,396.748,27039,-11.260967741935483,-4.081428571428572,6.521290322580645,9.900333333333332,18.353225806451615,25.876666666666665,28.971612903225807,25.029999999999998,21.503666666666668,15.019677419354839,3.7383333333333337,-3.8019354838709676,21.14,27.07,82.5,34.03,48.33,114.03,63.620000000000005,76.77,59.83,90.96,11.15,29.13
1967,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",81.0,,21.07407407407408,525.2719999999999,27039,-4.64,-5.716428571428572,4.300645161290323,12.313333333333333,17.26516129032258,24.37,26.07741935483871,24.76322580645161,21.611666666666668,13.708709677419355,3.2253333333333334,-1.461290322580645,67.96000000000001,26.3,34.79,93.27000000000001,46.76,219.26,55.25,79.44,31.23,54.82,2.19,7.55
1968,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",85.0,,21.87037037037037,758.1899999999999,27039,-5.413870967741936,-4.0217241379310344,10.287419354838711,15.452,17.588709677419356,24.849,26.496129032258064,26.114838709677418,20.716666666666665,15.22225806451613,4.076,-4.554838709677419,17.78,3.87,16.22,113.12,116.22999999999999,162.69,171.22,55.35,139.45,99.96000000000001,16.57,60.89
1969,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",98.0,,22.064814814814813,479.044,27039,-9.010967741935483,-3.3975,-0.7338709677419355,14.136333333333333,20.60741935483871,20.947333333333333,27.04064516129032,27.781290322580645,21.897333333333332,12.018064516129032,4.429,-4.087741935483871,56.32,6.87,40.010000000000005,33.44,102.97,143.86,116.1,47.47,35.23,87.09,19.270000000000003,53.39
1970,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",91.0,,22.518518518518515,571.2459999999999,27039,-10.986774193548387,-3.4664285714285716,0.525483870967742,13.077333333333334,20.432258064516127,25.985,28.371935483870967,26.780322580645162,20.466666666666665,14.099032258064517,3.2616666666666663,-3.778387096774194,12.28,5.15,41.96,64.29,154.39000000000001,85.21,116.24000000000001,24.709999999999997,126.17,161.49,78.73,25.849999999999998
1971,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",89.0,,22.61111111111111,460.248,27039,-9.798709677419355,-4.941428571428571,0.9206451612903226,14.441333333333334,18.86,27.58566666666667,25.426774193548386,26.667096774193546,22.631666666666668,17.067741935483873,4.491,-3.576451612903226,33.45,58.59,28.39,36.06,87.39,129.57,84.8,26.72,95.75,112.26,59.31,30.21
1972,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",98.0,,21.35185185185185,570.7379999999999,27039,-9.086451612903225,-6.266551724137931,2.0832258064516127,10.324,21.44709677419355,25.377333333333336,25.553870967741933,25.413225806451614,20.014666666666663,11.901612903225805,2.234666666666667,-7.611290322580646,22.06,9.45,21.259999999999998,53.25,75.37,65.03999999999999,162.49,62.949999999999996,151.35000000000002,81.0,40.29,39.66
1973,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",104.0,,21.490740740740744,720.3439999999999,27039,-4.841935483870968,-2.2471428571428573,7.866129032258065,11.092333333333332,17.66774193548387,26.127666666666666,27.378387096774194,26.68967741935484,19.983,17.47483870967742,5.1016666666666675,-5.667419354838709,32.8,26.24,66.48,116.63,151.6,74.44,124.22,124.88000000000001,128.45,61.94,78.27,34.78
1974,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",68.3,,21.694444444444446,479.8059999999999,27039,-6.836451612903226,-3.7967857142857144,3.0064516129032257,13.774666666666667,17.510322580645163,24.09466666666667,30.057096774193546,24.75516129032258,19.93433333333333,15.711290322580645,4.623666666666667,-2.1309677419354838,7.380000000000001,24.48,38.95,68.59,112.2,143.01999999999998,49.58,80.72,25.64,49.959999999999994,23.89,15.04
1975,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",70.1,,21.472222222222214,536.702,27039,-5.612580645161291,-4.860357142857143,-1.225483870967742,7.401,21.331612903225807,24.498333333333335,29.20193548387097,27.233548387096775,19.151999999999997,18.395806451612902,7.2860000000000005,-2.826774193548387,55.76,17.599999999999998,46.09,107.55,97.32,168.4,25.59,116.11,21.83,12.11,123.47,30.830000000000002
1976,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",59.7,,23.935185185185187,353.822,27039,-5.559677419354839,2.5944827586206896,4.895161290322581,16.149,19.958387096774196,27.017666666666667,29.988709677419354,27.817419354838712,22.668,12.067419354838709,2.001666666666667,-6.220645161290323,11.21,9.7,84.61,61.199999999999996,56.769999999999996,74.38,66.13,46.92,48.4,18.52,2.65,13.53
1977,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",115.3,,23.814814814814813,575.0559999999999,27039,-13.30225806451613,-0.42964285714285716,7.832903225806452,17.819333333333336,24.912258064516127,25.812333333333335,29.017419354838708,24.123548387096776,21.243,13.649999999999999,3.9686666666666666,-6.548387096774194,12.74,21.69,75.55,82.57,99.35,118.4,89.69,91.67999999999999,93.46000000000001,71.52,34.45,36.7
1978,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",121.2,,22.68518518518519,685.5459999999999,27039,-10.921935483870968,-7.6475,2.8748387096774195,12.093,21.020967741935483,25.505666666666666,26.083548387096776,26.86709677419355,24.548333333333336,14.27741935483871,3.551,-6.697096774193548,18.580000000000002,10.850000000000001,11.370000000000001,83.78,99.03,122.77,192.59,59.28,128.26000000000002,19.07,49.41,27.21
1979,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",113.0,,21.61111111111111,577.596,27039,-13.882903225806452,-8.512142857142857,0.6541935483870966,9.952333333333334,19.243225806451612,25.248333333333335,27.57225806451613,25.009354838709676,22.744333333333334,13.763225806451613,3.476,0.35838709677419367,32.93,13.73,86.34,56.2,93.86,90.58,93.58,222.7,20.950000000000003,104.14999999999999,54.87,13.0
1980,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",112.0,,23.537037037037035,575.818,27039,-5.687741935483871,-5.097586206896552,1.6609677419354838,14.519333333333332,22.97193548387097,25.962666666666667,29.88032258064516,26.251935483870966,21.675,11.925483870967742,7.040666666666667,-3.2958064516129033,36.76,17.490000000000002,20.39,34.59,89.36,75.16,36.239999999999995,217.74,122.65,41.45,3.4400000000000004,12.719999999999999
1981,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",127.0,,22.222222222222214,699.262,27039,-2.036774193548387,-0.12928571428571442,8.153548387096773,15.354333333333333,19.21677419354839,25.213666666666665,27.30290322580645,25.239677419354837,21.043,12.783870967741937,7.376,-4.832903225806452,2.81,60.88,16.84,92.08,95.78,98.35,188.02,194.51,30.37,61.72,21.46,21.49
1982,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",115.0,,21.48148148148148,598.678,27039,-11.738387096774193,-4.253571428571428,1.6054838709677421,10.791333333333334,20.572580645161292,22.674,28.59193548387097,26.248387096774195,20.055,14.496129032258064,3.077,-0.4022580645161291,42.050000000000004,6.78,35.730000000000004,58.51,180.78,42.370000000000005,76.31,121.36,119.06,87.31,66.77000000000001,73.03999999999999
1983,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",103.0,,22.12037037037037,631.1899999999999,27039,-3.9061290322580646,-1.2335714285714285,3.665161290322581,8.957333333333334,17.112903225806452,24.961666666666666,29.88193548387097,30.07677419354839,21.782666666666668,13.995483870967742,3.767333333333333,-11.65548387096774,18.8,28.77,59.97,85.2,128.14000000000001,81.91,97.17,113.55000000000001,125.33000000000001,70.23,103.34,26.72
1984,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",117.0,,21.85185185185185,523.24,27039,-6.436129032258065,0.5041379310344827,-0.2699999999999999,12.601333333333335,17.76451612903226,25.507333333333335,26.506129032258066,27.95451612903226,20.755666666666666,15.041290322580645,4.948333333333333,-2.833548387096774,5.08,43.779999999999994,39.06,108.35,77.2,113.16,107.51,52.06,64.69,116.59,50.66,41.89
1985,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",117.0,,22.703703703703702,487.426,27039,-7.001935483870968,-5.151785714285714,6.763548387096773,16.253666666666668,23.294516129032257,24.147,28.403225806451612,24.353225806451615,19.843666666666664,13.695806451612903,-0.4706666666666667,-8.83290322580645,14.37,10.2,63.75,62.37,49.3,46.93,51.57,132.53,144.51,57.08,42.61,36.15
1986,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",127.0,,22.23148148148148,827.2779999999999,27039,-4.433548387096774,-5.4782142857142855,5.672903225806452,15.288666666666668,20.406129032258065,25.868,27.53483870967742,24.120322580645162,20.165000000000003,14.541290322580645,2.0043333333333333,-2.0100000000000002,17.89,13.64,50.550000000000004,117.36999999999999,95.66,136.66,153.06,89.08,235.17000000000002,95.15,25.549999999999997,7.5600000000000005
1987,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",140.0,,24.33333333333333,531.622,27039,-2.6625806451612903,4.331428571428572,7.932903225806451,18.305999999999997,23.350967741935484,28.496333333333332,28.873870967741937,24.917096774193546,22.018666666666665,12.060967741935483,7.278666666666667,-1.227741935483871,13.059999999999999,0.08,31.74,23.77,74.95,88.07,173.36,122.24,49.35,42.36,56.73,35.449999999999996
1988,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",102.0,,25.259259259259256,394.97,27039,-7.726774193548387,-5.6289655172413795,5.66774193548387,14.075333333333333,24.72774193548387,30.038333333333334,30.341290322580647,29.13806451612903,23.279333333333334,12.713225806451613,4.9719999999999995,-1.9383870967741936,30.6,6.2,31.58,66.25,60.86,32.22,41.04,81.88,112.49,11.98,73.07000000000001,23.29
1989,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",145.0,,22.38888888888889,465.836,27039,-0.41419354838709677,-5.938214285714286,1.606774193548387,12.718,19.83516129032258,25.226,28.644193548387097,26.536129032258064,21.329666666666665,16.65774193548387,2.6693333333333333,-7.93741935483871,7.98,12.05,50.28,83.24000000000001,51.85,60.08,92.67,118.41999999999999,59.51,32.7,34.82,7.08
1990,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",131.0,,22.148148148148152,826.0079999999999,27039,1.1051612903225805,-0.018928571428571288,7.2619354838709675,13.969333333333333,18.06064516129032,25.65666666666667,26.31096774193548,25.87548387096774,22.956333333333337,14.986451612903226,8.356666666666666,-4.4558064516129035,10.61,14.57,95.22,128.79000000000002,129.04,210.89,204.95,123.64,28.67,46.58,9.83,37.03
1991,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",135.0,,22.648148148148152,695.7059999999999,27039,-7.337096774193548,0.5196428571428572,5.9883870967741935,14.617333333333333,20.199677419354842,28.032,26.91290322580645,26.2041935483871,19.931,14.08290322580645,-0.6733333333333333,-2.0403225806451615,12.059999999999999,11.75,79.81,121.97,151.35,75.58,167.22,102.52,77.05,44.1,152.56,27.88
1992,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",109.0,,20.546296296296298,464.82,27039,-2.3803225806451613,0.15620689655172407,4.275483870967742,10.050333333333333,21.585483870967742,24.548333333333336,22.978064516129034,23.585483870967742,20.42233333333333,14.188064516129032,1.541,-3.1500000000000004,23.97,13.85,65.2,79.64999999999999,42.64,65.67,97.23,65.99000000000001,113.34,72.03999999999999,85.75999999999999,34.18
1993,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",72.0,,19.75925925925926,887.222,27039,-6.08225806451613,-5.600357142857143,0.9574193548387097,10.490333333333332,17.879677419354838,22.740000000000002,25.02806451612903,25.34903225806452,17.113,13.801935483870968,3.0050000000000003,-2.9864516129032257,25.669999999999998,19.23,50.11,133.28,146.48,204.19,153.17,176.09,73.96000000000001,19.46,26.75,15.81
1994,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",146.0,,22.11111111111111,650.4939999999999,27039,-10.942580645161291,-6.7282142857142855,5.609354838709678,13.321,21.534516129032255,26.072,25.051935483870967,24.062258064516133,22.616,15.432258064516128,7.036666666666666,-0.8890322580645161,30.62,17.53,8.43,123.5,54.76,94.66,97.58,167.02,112.69,59.05,34.4,12.83
1995,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",131.0,,21.82407407407408,490.728,27039,-5.671612903225806,-2.3832142857142857,5.3909677419354844,9.652999999999999,18.29612903225806,26.81,27.421612903225807,28.05322580645161,20.675666666666665,13.491612903225807,0.29433333333333334,-3.9625806451612906,9.97,2.6799999999999997,84.91,82.45,94.61,73.46,101.52,72.78999999999999,65.74,101.02000000000001,17.6,16.68
1996,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",125.0,,20.703703703703702,438.15,27039,-7.118064516129032,-3.8748275862068966,1.3141935483870966,10.541333333333334,16.57,24.397666666666666,25.871612903225806,25.783548387096772,21.049,15.069032258064516,-0.4556666666666668,-5.9799999999999995,57.17,5.800000000000001,64.72,28.580000000000002,71.46,150.27,31.360000000000003,105.04,51.26,78.57000000000001,105.84,36.82
1997,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",152.0,,21.277777777777786,618.236,27039,-7.828709677419355,-2.1489285714285713,2.8706451612903225,11.636666666666667,16.904516129032256,26.672666666666665,26.070967741935487,24.273548387096774,22.132,15.717096774193548,0.9953333333333334,-0.35193548387096774,35.3,14.67,31.54,50.5,84.09,90.77,200.36,130.1,62.39,58.0,14.600000000000001,7.68
1998,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",171.0,,23.509259259259263,630.1739999999999,27039,-4.252580645161291,2.7235714285714288,3.3693548387096777,15.318000000000001,23.993870967741938,23.171333333333333,27.041290322580643,25.976129032258065,25.5,15.182903225806452,6.542333333333333,1.2519354838709678,35.58,23.26,91.47,70.28,104.13,179.98,97.22,141.22,36.97,93.06,28.93,7.26
1999,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",159.0,,22.157407407407405,822.1979999999999,27039,-7.204516129032259,1.345357142857143,5.808387096774194,13.379999999999999,20.32774193548387,24.049333333333333,28.796129032258065,24.965806451612902,21.408,15.084838709677419,10.666666666666666,0.1096774193548387,49.57,16.69,28.93,174.53,153.02,95.0,236.86,130.51,32.42,33.09,35.5,13.57
2000,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",147.0,,22.240740740740744,665.9879999999999,27039,-4.730322580645161,1.6627586206896552,9.658064516129032,13.899666666666667,20.93322580645161,23.894333333333336,26.50483870967742,26.174516129032256,22.05633333333333,17.35,2.4793333333333334,-10.083870967741936,28.91,21.0,28.62,28.52,141.96,235.09,120.19,114.34,25.82,36.96,80.03,46.42
2001,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",144.0,,22.36111111111111,690.372,27039,-3.6993548387096773,-6.232142857142857,0.2958064516129032,14.071,19.63967741935484,25.070666666666668,28.43064516129032,26.81,20.108333333333334,13.843225806451612,12.895333333333333,1.7929032258064515,31.07,36.26,27.549999999999997,135.31,167.98,152.58,54.03,96.14,84.21,38.36,52.32,27.13
2002,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",171.0,,22.37962962962963,692.15,27039,-0.19387096774193566,1.5410714285714284,0.7338709677419355,12.58,18.47935483870968,25.949333333333335,28.752903225806453,25.28290322580645,23.21333333333333,10.64774193548387,4.48,0.46774193548387105,10.82,34.69,44.61,85.69,46.33,202.19,116.4,163.7,78.07,98.2,3.92,12.410000000000002
2003,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",158.0,,22.37037037037037,472.186,27039,-5.51,-3.6667857142857145,5.123548387096775,13.789666666666667,19.03516129032258,24.380999999999997,26.710967741935484,28.067419354838712,22.204333333333334,15.606774193548388,4.330666666666667,-0.7229032258064516,7.66,16.7,52.65,57.24,137.61,115.36,92.56,25.1,44.379999999999995,19.099999999999998,35.41,29.57
2004,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",175.0,,22.064814814814813,824.23,27039,-6.6332258064516125,-2.8817241379310343,6.304838709677419,15.748,19.141290322580645,23.55933333333333,25.96677419354839,23.33225806451613,24.623333333333335,14.628709677419355,6.895,-1.4116129032258067,8.93,41.16,63.699999999999996,55.21,194.94,175.73999999999998,156.17000000000002,96.62,145.92000000000002,62.63,40.089999999999996,14.97
2005,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",187.0,,23.185185185185187,665.988,27039,-5.884516129032257,0.7142857142857143,3.4551612903225806,16.026666666666667,17.106774193548386,27.309666666666665,28.476129032258065,26.164516129032258,23.990333333333336,16.622258064516128,6.96,-5.45741935483871,29.03,34.4,54.6,56.5,101.21000000000001,106.81,98.91,111.75,191.37,27.27,55.23,22.95
2006,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",178.0,,22.814814814814813,648.208,27039,0.6138709677419354,-2.148214285714286,3.9254838709677418,16.391333333333332,20.16774193548387,25.582333333333334,29.42032258064516,26.128709677419355,19.230666666666664,12.973870967741936,6.874666666666667,1.615161290322581,15.329999999999998,11.0,73.03,119.97,78.67,95.28,72.99,184.29,97.13,14.84,65.45,42.07
2007,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",176.0,,23.240740740740744,760.7299999999999,27039,-3.5196774193548386,-7.867142857142857,6.629032258064516,12.644666666666666,23.221290322580646,26.442333333333334,27.70741935483871,25.955483870967743,23.423000000000002,16.780967741935484,5.355333333333333,-5.215483870967742,29.49,40.330000000000005,71.06,47.64,99.43,93.38,61.160000000000004,318.75,140.16,120.97,4.67,36.96
2008,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",172.0,,21.675925925925927,580.39,27039,-7.033870967741936,-6.0134482758620695,1.7616129032258063,10.738333333333333,18.71741935483871,24.480999999999998,27.46709677419355,26.201612903225808,22.470000000000002,14.65258064516129,5.135999999999999,-5.398387096774194,15.14,13.04,20.6,136.03,99.77999999999999,155.55,69.74,70.41000000000001,49.1,54.2,50.8,40.57
2009,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",183.0,,21.53703703703704,462.788,27039,-8.836451612903225,-1.3057142857142858,4.7696774193548395,13.704333333333333,20.23709677419355,23.709,24.127741935483872,24.095483870967744,23.307000000000002,9.538709677419355,9.740666666666668,-4.9312903225806455,16.11,21.54,22.240000000000002,72.74,76.31,109.0,68.59,107.72,28.8,179.05,12.02,63.54
2010,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",195.4,,23.203703703703702,775.7159999999999,27039,-8.391612903225806,-4.458928571428571,7.670322580645161,18.264333333333333,20.731290322580644,24.066333333333333,27.587741935483873,28.06967741935484,20.491333333333333,17.760322580645163,5.572333333333333,-6.332580645161291,13.5,23.21,30.990000000000002,39.58,62.43,173.65,133.28,86.49,279.78999999999996,22.37,73.43,77.88
2011,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",183.6,,21.824074074074076,571.4999999999999,27039,-7.880322580645161,-3.8628571428571425,2.073870967741936,11.374333333333334,18.712903225806453,24.622,29.039354838709677,26.388387096774192,20.795,17.49290322580645,7.730666666666666,0.13225806451612895,17.09,31.51,68.17,104.10000000000001,104.75,131.16,166.56,25.84,39.07,15.32,10.719999999999999,29.490000000000002
2012,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",194.5,,23.972222222222214,540.004,27039,-1.1038709677419354,1.4679310344827585,14.035161290322582,14.539666666666667,22.63967741935484,26.511000000000003,30.538709677419355,26.41483870967742,23.166999999999998,13.047419354838711,7.230333333333333,-0.9706451612903225,18.32,49.9,41.29,78.84,149.4,125.41,97.62,61.8,27.07,52.989999999999995,10.77,40.14
2013,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",164.0,,21.21296296296296,719.5819999999999,27039,-3.8251612903225807,-4.049285714285714,-0.41451612903225804,7.9766666666666675,17.893225806451614,23.94333333333333,27.056129032258063,26.42838709677419,23.927666666666667,13.896129032258063,3.683666666666667,-6.236129032258065,19.349999999999998,33.31,67.27,164.19,244.35,138.28,78.47,54.19,40.35,84.55,32.22,27.6
2014,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",185.3,,21.305555555555557,715.01,27039,-8.485483870967743,-9.007857142857143,-0.46967741935483864,10.781,19.22225806451613,25.074,25.029677419354837,26.371290322580645,21.391000000000002,14.060967741935483,0.2896666666666666,-1.843225806451613,24.53,40.71,25.55,148.16,79.04,222.19,43.44,155.77,66.67,52.18,20.89,25.81
2015,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",204.0,,22.38888888888889,687.5779999999999,27039,-4.537419354838709,-7.667142857142857,5.609354838709678,14.825,19.073548387096775,24.677666666666667,26.31935483870968,24.649032258064516,24.785000000000004,16.126129032258063,8.803666666666667,1.5135483870967743,13.19,17.03,27.71,91.53999999999999,124.96000000000001,153.35,127.86,93.64,96.14,37.43,95.96,96.31
2016,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",203.0,,22.712962962962965,887.9839999999999,27039,-5.872258064516129,-1.2013793103448278,8.01258064516129,13.621333333333332,20.432258064516127,26.100666666666665,26.753870967741936,26.36064516129032,23.025,16.44,10.953,-4.050645161290323,15.49,14.89,91.61,46.97,104.6,142.95,179.78,203.67000000000002,209.93,84.11,34.949999999999996,50.489999999999995
2017,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",215.8,,22.33333333333333,594.3599999999999,27039,-3.9396774193548385,2.822142857142857,3.7267741935483873,13.915666666666668,18.637096774193548,26.186333333333334,27.385483870967743,23.66354838709677,24.168,14.970967741935485,4.680000000000001,-3.1835483870967742,49.44,44.720000000000006,54.39,100.04,135.71,100.14,116.3,99.03,47.47,118.24,9.72,13.629999999999999
2018,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",200.2,,22.12037037037037,755.142,27039,-5.974838709677419,-4.815714285714286,3.4035483870967744,6.352666666666666,24.026451612903223,25.988333333333333,27.15806451612903,26.377741935483872,22.912666666666667,11.686774193548388,0.1343333333333333,-1.1987096774193549,39.42,27.29,21.58,76.83,141.84,154.74,94.11,92.3,195.44,97.17999999999999,42.01,49.56
2019,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",184.0,,21.694444444444446,914.146,27039,-6.117741935483871,-6.963928571428572,1.4503225806451614,12.446666666666665,17.040967741935482,24.631666666666668,27.700967741935486,25.164193548387097,23.177,11.48709677419355,1.349,-0.963225806451613,30.450000000000003,75.94,41.25,101.33999999999999,188.87,175.45,186.81,62.98,198.75,143.7,62.980000000000004,31.810000000000002
2020,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",209.3,1.1,22.361111111111114,617.22,27039,-3.22258064516129,-2.713793103448276,5.760645161290323,11.898666666666665,18.970645161290324,27.44366666666667,28.55354838709677,27.085806451612903,20.408,10.412903225806453,8.329,0.5012903225806451,25.77,24.26,69.6,40.78,140.72,135.49,89.59,123.48,78.69,42.94,50.22,10.01
2021,27,39,,9,,,,23.472222222222214,508.0,27039,-2.5783870967741938,-8.276071428571429,8.834193548387097,13.341666666666667,19.864516129032257,29.340333333333334,27.48032258064516,26.82225806451613,23.962666666666667,17.38741935483871,6.770333333333334,0.6625806451612904,23.65,13.23,53.11,21.07,117.62,63.650000000000006,68.89999999999999,186.04,46.45,46.34,37.05,47.1
2022,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",221.5,1.4,22.08333333333333,608.838,27039,-7.029032258064516,-4.313928571428572,4.736774193548388,9.028666666666668,20.76258064516129,26.464,27.66322580645161,25.59483870967742,22.714,15.826451612903226,5.510666666666666,-4.7135483870967745,18.88,8.5,49.94,105.81,110.63,90.55,126.19,142.57000000000002,25.1,11.41,38.739999999999995,42.01
2023,27,39,9.0,9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",189.6,4.2,23.80555555555556,430.53,27039,-3.2338709677419355,-1.6864285714285714,2.563225806451613,12.474666666666668,22.470967741935485,27.924666666666667,27.559677419354838,27.782258064516128,24.960333333333335,15.498387096774193,7.798333333333333,3.9561290322580644,60.31,65.0,53.019999999999996,91.95,109.41,41.45,65.7,50.22,81.62,123.19,3.13,36.260000000000005
1926,27,41,4.0,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",32.0,,21.29629629629629,402.336,27041,,,,,,,,,,,,,,,,,,,,,,,,
1927,27,41,4.0,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",29.0,,19.96296296296296,387.096,27041,,,,,,,,,,,,,,,,,,,,,,,,
1928,27,41,4.0,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",28.0,,20.222222222222214,471.1699999999999,27041,,,,,,,,,,,,,,,,,,,,,,,,
1929,27,41,4.0,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",20.0,,21.277777777777786,344.678,27041,,,,,,,,,,,,,,,,,,,,,,,,
1930,27,41,4.0,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",27.0,,22.694444444444443,375.92,27041,,,,,,,,,,,,,,,,,,,,,,,,
1931,27,41,4.0,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",24.0,,23.0,375.666,27041,,,,,,,,,,,,,,,,,,,,,,,,
