year,state,county,division_yield,division_noaa,data_item,value,cv,temp_gs,pcpn_gs,county_padded,fips_full,tmax_avg_jan,prcp_tot_jan,tmax_avg_feb,prcp_tot_feb,tmax_avg_mar,prcp_tot_mar,tmax_avg_apr,prcp_tot_apr,tmax_avg_may,prcp_tot_may,tmax_avg_jun,prcp_tot_jun,tmax_avg_jul,prcp_tot_jul,tmax_avg_aug,prcp_tot_aug,tmax_avg_sep,prcp_tot_sep,tmax_avg_oct,prcp_tot_oct,tmax_avg_nov,prcp_tot_nov,tmax_avg_dec,prcp_tot_dec
1997,19,075,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",143.0,,22.944444444444443,481.83799999999997,075,19075,-5.383548387096774,27.269999999999996,-0.7621428571428571,30.609999999999996,7.727096774193547,38.0,13.314666666666666,38.10999999999999,18.411935483870966,106.34000000000002,27.922000000000004,156.82,28.123870967741937,51.78000000000001,26.046774193548384,47.559999999999995,23.849333333333334,81.19999999999999,17.024193548387096,97.02,3.6906666666666657,25.18,-0.010645161290322554,19.200000000000003
1998,19,075,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",149.2,,24.537037037037038,691.8960000000001,075,19075,-1.8790322580645156,20.919999999999998,4.137142857142857,38.0,4.274193548387098,95.28,15.260333333333335,77.44,24.545483870967736,117.80000000000001,24.254333333333324,279.35,28.689677419354833,29.61,27.712903225806453,138.42,26.714666666666673,49.14000000000001,16.718064516129036,143.16,9.170666666666667,26.46,3.184193548387096,4.720000000000001
1999,19,075,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",139.3,,23.814814814814813,709.93,075,19075,-5.23741935483871,27.659999999999997,4.437857142857142,9.75,7.952903225806451,21.73,15.013333333333332,132.29999999999998,21.328387096774197,148.79,25.87966666666666,177.10000000000002,30.442258064516132,149.61999999999998,26.520000000000003,69.99,23.712333333333333,32.05,17.819032258064507,8.98,13.110000000000005,27.06,1.9538709677419357,14.43
2000,19,075,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",146.5,,24.175925925925924,647.6999999999999,075,19075,-1.5822580645161293,18.349999999999998,4.386551724137932,29.21,12.24741935483871,25.32,16.148000000000003,40.42,23.528709677419354,143.87,25.449333333333335,202.22000000000003,27.295483870967743,162.45999999999998,27.542580645161287,57.24999999999999,25.062333333333335,41.73,18.63806451612903,41.77,4.785999999999999,64.61,-8.642903225806451,43.34
2001,19,075,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",149.9,,24.009259259259256,594.106,075,19075,-2.733225806451612,32.01,-3.7346428571428567,33.129999999999995,2.25258064516129,19.77,17.988333333333337,72.02000000000001,21.368387096774196,163.18999999999997,25.9,78.20000000000002,29.200645161290325,93.52000000000001,27.78774193548387,64.69,21.796666666666663,122.50999999999998,15.85774193548387,62.84999999999999,14.801333333333336,28.03,4.037096774193551,18.040000000000003
2002,19,075,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",181.5,,24.287037037037038,598.932,075,19075,4.0761290322580646,5.5,3.5610714285714287,29.17,5.190645161290323,26.209999999999997,14.832666666666665,94.85000000000001,20.769354838709674,94.08999999999999,27.838666666666665,76.89,30.088387096774195,138.3,26.847741935483874,170.36,25.35733333333333,24.3,13.185806451612903,76.46000000000001,6.312333333333333,5.300000000000001,3.467741935483871,7.84
2003,19,075,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",172.6,,23.953703703703706,568.706,075,19075,-2.272258064516129,6.53,-0.9107142857142859,11.5,7.021935483870968,25.32,16.55666666666667,88.72,20.626451612903224,145.29000000000002,25.673999999999996,127.37,28.176129032258064,113.19000000000001,29.617741935483874,13.19,23.122666666666664,80.99,18.315806451612904,23.560000000000002,6.2139999999999995,116.60999999999997,1.310967741935484,21.3
2004,19,075,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",190.6,,23.62962962962963,582.422,075,19075,-3.7554838709677414,15.46,-1.1896551724137931,32.0,9.33967741935484,106.58,17.674,51.93,21.670322580645163,201.65,25.27566666666666,62.92999999999999,26.616774193548387,85.10000000000002,24.417096774193553,130.26,26.097,50.56999999999999,16.295483870967743,45.11000000000001,9.321666666666665,55.31,1.5496774193548388,12.7
2005,19,075,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",189.9,,24.944444444444443,609.854,075,19075,-4.4564516129032254,29.33,3.2375000000000007,38.03,7.336129032258064,30.450000000000003,18.44633333333333,77.16000000000001,20.028064516129028,102.60000000000002,28.556333333333324,193.90999999999997,29.048064516129028,87.75000000000001,27.35967741935484,64.97,26.27766666666667,83.36999999999999,17.80870967741935,10.85,9.121,34.97,-4.701612903225806,35.06
2006,19,075,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",176.8,,24.10185185185185,628.396,075,19075,3.105806451612904,18.94,1.3592857142857142,5.24,7.276129032258066,62.96000000000001,18.392,116.49000000000001,21.184838709677415,71.98999999999998,27.02066666666667,54.45,29.610322580645157,108.84,27.22935483870968,132.40999999999997,21.235333333333333,144.52999999999997,13.889677419354841,49.230000000000004,9.198000000000002,57.56,3.7483870967741937,61.11000000000001
2007,19,075,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",176.0,,24.472222222222225,860.552,075,19075,-1.573225806451613,22.779999999999998,-6.294285714285713,53.74,9.199032258064516,64.78,13.635,148.22,24.2741935483871,128.31,27.038,138.15,28.729354838709675,105.30000000000001,28.2758064516129,280.24,24.815666666666665,60.31000000000001,18.332258064516132,128.76000000000002,7.813999999999999,3.48,-3.446774193548387,49.56
2008,19,075,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",181.0,,22.962962962962965,920.7499999999999,075,19075,-5.2209677419354845,17.43,-4.755862068965518,48.19,3.589354838709678,22.349999999999998,12.946000000000002,247.72000000000003,20.22032258064516,150.85,26.192999999999998,220.14,28.220645161290328,161.48,26.886129032258065,58.81999999999999,23.349666666666668,81.53999999999999,16.483548387096775,68.96,7.279333333333332,57.33,-3.7758064516129037,44.27
2009,19,075,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",178.0,,22.64814814814815,715.7719999999999,075,19075,-6.915161290322581,20.77,1.2771428571428574,8.93,8.150645161290322,77.51,14.233333333333333,130.58999999999997,21.411290322580644,105.42,25.900666666666666,141.45999999999998,25.090967741935486,83.04,25.45064516129032,163.2,23.816,92.25,11.458064516129031,169.07,11.007,14.01,-3.067419354838709,71.22
2010,19,075,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",192.9,,24.73148148148148,922.2739999999999,075,19075,-7.607419354838712,30.0,-4.352857142857143,19.82,8.729032258064517,19.939999999999998,19.214000000000002,101.68999999999998,21.806451612903228,128.41,26.90133333333333,203.92000000000002,28.5474193548387,254.18000000000004,28.880645161290317,111.66999999999999,23.028666666666666,122.11,19.779354838709676,7.99,8.115333333333334,38.239999999999995,-4.082580645161291,33.39
2011,19,075,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",172.8,,23.48148148148148,559.054,075,19075,-5.526451612903226,16.56,-1.405357142857142,40.74,6.077741935483872,37.16,13.959333333333332,97.68,21.13193548387097,107.53000000000002,26.053666666666665,111.67999999999999,30.523225806451613,95.88,27.91806451612903,82.92,21.352666666666668,63.56999999999999,18.93064516129032,28.59,9.339333333333334,58.690000000000005,2.7483870967741937,61.44
2012,19,075,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",161.5,,26.074074074074076,348.234,075,19075,1.3754838709677417,19.89,3.3296551724137937,19.92,16.486451612903224,42.38,17.113,102.94,25.25096774193549,61.17000000000001,28.11533333333334,56.51,32.594193548387096,46.28,28.547419354838713,39.989999999999995,24.834333333333337,41.61,15.50774193548387,75.30000000000001,9.220333333333333,31.09,1.912903225806452,28.58
2013,19,075,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",180.8,,23.35185185185185,757.9359999999999,075,19075,-1.076774193548387,24.29,-1.0578571428571424,41.14,1.4229032258064513,61.059999999999995,11.673333333333336,165.54000000000002,20.634838709677425,326.77000000000004,25.554666666666662,111.84,28.256774193548395,88.83,28.23516129032258,28.01,25.752999999999997,36.989999999999995,16.19677419354839,53.330000000000005,5.264666666666667,47.06,-4.322580645161289,17.62
2014,19,075,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",182.4,,22.88888888888889,772.4139999999999,075,19075,-5.370322580645161,6.49,-6.317857142857142,44.51,2.609032258064516,29.15,14.34566666666667,149.17,21.47709677419355,63.11,26.52266666666667,292.61999999999995,25.78483870967742,99.53,26.658387096774195,88.64,22.579666666666665,79.49,15.95161290322581,87.22,2.874666666666666,15.559999999999999,0.5190322580645164,36.86
2015,19,075,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",199.9,,23.814814814814813,736.6000000000001,075,19075,-1.7900000000000003,13.48,-5.9992857142857146,37.71,8.591612903225805,10.18,16.857666666666667,92.38,20.830322580645163,122.99999999999999,25.817000000000007,139.12,27.29548387096774,129.79,25.578387096774197,178.8,26.52533333333334,73.51,17.385483870967743,46.690000000000005,9.897333333333334,69.16,3.9216129032258062,152.11000000000004
2016,19,075,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",198.5,,24.296296296296294,752.348,075,19075,-4.099677419354838,15.03,0.850689655172414,19.740000000000006,10.366451612903225,60.160000000000004,15.82766666666667,46.669999999999995,21.38322580645162,79.85999999999999,28.789999999999996,183.98999999999998,27.45225806451613,95.29999999999998,27.281612903225817,181.33,25.064333333333334,165.38,18.73225806451613,45.199999999999996,13.067666666666668,32.980000000000004,-1.7922580645161292,38.61
2017,19,075,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",217.3,,24.194444444444443,474.97999999999996,075,19075,-1.5980645161290314,59.910000000000004,6.331428571428572,26.71,7.088064516129033,54.879999999999995,15.968333333333334,78.47000000000003,20.590645161290325,106.91000000000003,28.39599999999999,112.78999999999999,28.878709677419355,61.309999999999995,25.35483870967742,79.93000000000002,25.945666666666668,32.019999999999996,17.12419354838709,156.0,7.204333333333335,11.19,0.4748387096774193,6.8
2018,19,075,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",225.2,,23.84259259259259,878.586,075,19075,-3.716451612903225,40.08,-2.084642857142858,38.29,5.404838709677419,48.379999999999995,9.604333333333333,35.300000000000004,25.601935483870967,97.34999999999998,28.34866666666667,174.39000000000001,28.19967741935484,118.98,27.33451612903226,194.27000000000004,23.935000000000002,258.24999999999994,14.240645161290324,135.14999999999998,2.2346666666666666,54.8,2.0051612903225813,61.45
2019,19,075,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",209.8,,23.638888888888886,653.5419999999999,075,19075,-3.8538709677419356,30.830000000000002,-4.555714285714285,68.19999999999999,3.6354838709677417,32.42999999999999,15.571666666666665,79.28,19.124516129032255,183.53,26.220666666666673,115.24,29.508709677419354,58.16,26.39870967741936,72.82000000000001,25.124666666666663,144.49000000000007,13.92548387096774,149.63000000000002,3.9663333333333326,34.300000000000004,3.586129032258065,30.9
2020,19,075,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",182.7,2.8,23.972222222222218,637.54,075,19075,-1.1219354838709679,26.379999999999995,-0.06965517241379317,13.57,9.13483870967742,77.48000000000003,14.474333333333336,49.73000000000001,19.55129032258065,132.42999999999998,28.116000000000003,238.78,29.881612903225804,45.45,28.780645161290316,35.459999999999994,22.509,125.65,13.500645161290324,57.61,11.763333333333332,36.8,1.617096774193549,19.44
2021,19,075,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",209.4,2.5,25.074074074074076,411.22599999999994,075,19075,-1.6403225806451611,30.259999999999998,-7.437857142857143,21.409999999999997,10.280967741935486,53.480000000000004,16.01166666666667,14.19,20.63419354838709,99.65999999999997,30.090333333333334,41.620000000000005,28.677741935483866,58.18,28.84935483870968,181.38999999999996,26.115000000000006,27.399999999999995,18.559032258064516,125.64,9.092333333333332,37.91,4.610645161290323,29.21
2022,19,075,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",207.5,2.5,23.777777777777782,535.9399999999999,075,19075,-4.870000000000001,20.470000000000002,-1.1814285714285717,6.49,7.9148387096774195,92.46,11.444333333333331,98.26000000000002,22.054838709677423,92.67,28.005333333333333,113.56000000000002,28.975161290322582,96.71999999999998,27.78225806451613,105.01,24.469,32.980000000000004,17.611935483870965,29.4,8.323333333333334,58.29999999999998,-2.156774193548387,44.699999999999996
2023,19,075,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",212.9,2.6,25.490740740740737,318.008,075,19075,-1.2141935483870967,55.05,1.9560714285714285,57.089999999999996,5.732258064516128,33.64,16.433333333333334,45.67,24.03935483870968,60.13999999999999,28.307666666666663,64.93,28.333225806451615,71.77,28.804838709677416,39.09,26.63866666666667,33.9,17.873225806451615,79.33,10.054999999999998,6.27,5.49774193548387,27.820000000000004
1926,19,077,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",41.2,,24.703703703703706,632.968,077,19077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1927,19,077,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",37.3,,24.10185185185186,414.52799999999996,077,19077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1928,19,077,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",42.7,,23.805555555555557,620.5219999999999,077,19077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1929,19,077,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",37.9,,24.027777777777782,449.834,077,19077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1930,19,077,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",28.0,,26.453703703703706,334.26399999999995,077,19077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1931,19,077,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",40.6,,27.01851851851852,581.914,077,19077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1932,19,077,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",43.3,,25.962962962962962,599.694,077,19077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1933,19,077,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",38.8,,26.962962962962962,358.64799999999997,077,19077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1934,19,077,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",35.2,,28.564814814814813,364.48999999999995,077,19077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1935,19,077,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",35.2,,24.509259259259256,542.036,077,19077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1936,19,077,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",15.5,,28.250000000000004,439.41999999999996,077,19077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1937,19,077,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",41.9,,26.194444444444443,418.592,077,19077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1938,19,077,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",40.0,,25.98148148148148,592.836,077,19077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1939,19,077,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",43.4,,26.722222222222225,432.0539999999999,077,19077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1940,19,077,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",51.8,,24.81481481481482,592.328,077,19077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1941,19,077,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",54.5,,25.925925925925924,598.424,077,19077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1942,19,077,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",58.1,,24.703703703703706,639.826,077,19077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1943,19,077,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",51.6,,24.296296296296294,615.6959999999999,077,19077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1944,19,077,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",75.1,,23.90740740740741,782.8280000000001,077,19077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1945,19,077,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",41.6,,22.87037037037037,647.4459999999999,077,19077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1946,19,077,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",57.2,,24.259259259259256,652.526,077,19077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1947,19,077,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",25.1,,24.76851851851852,601.9799999999999,077,19077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1948,19,077,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",56.6,,25.84259259259259,378.714,077,19077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1949,19,077,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",43.9,,25.027777777777775,449.072,077,19077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1950,19,077,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",47.0,,22.84259259259259,538.7339999999999,077,19077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1951,19,077,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",42.3,,22.5462962962963,711.962,077,19077,-2.124516129032258,12.48,1.1607142857142851,65.13,2.4983870967741937,102.82000000000001,11.968999999999998,129.70000000000002,22.76774193548387,98.84,23.534000000000002,134.29,27.966451612903228,113.23000000000002,27.64516129032258,171.27,21.27566666666666,64.55999999999999,16.107419354838708,41.160000000000004,5.036999999999998,21.32,-2.322258064516129,26.74
1952,19,077,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",58.8,,24.98148148148148,621.03,077,19077,-1.3838709677419356,21.44,4.459655172413795,19.82,4.501612903225806,119.82000000000002,16.587666666666667,55.75,21.534193548387094,94.15999999999998,29.94366666666667,163.49,29.727419354838716,106.72,26.381290322580643,181.92,25.656000000000006,19.060000000000002,17.424838709677417,0.0,9.264999999999999,56.84,-0.2680645161290321,22.7
1953,19,077,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",47.2,,25.083333333333332,417.322,077,19077,-1.3074193548387094,20.010000000000005,2.593571428571429,28.779999999999998,8.31,60.86999999999999,12.766666666666667,70.93,22.03903225806451,54.85,29.061333333333327,168.14999999999998,30.09741935483871,64.61,29.666451612903227,41.300000000000004,26.82033333333334,17.64,22.152258064516126,12.09,11.749666666666666,36.269999999999996,3.7554838709677423,18.900000000000002
1954,19,077,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",42.3,,25.898148148148152,627.888,077,19077,-1.067096774193548,1.9200000000000002,9.578214285714283,41.68,5.56516129032258,34.26,19.111666666666668,81.01,20.070000000000004,82.57,28.637,127.86000000000001,33.389354838709686,25.93,28.133870967741938,262.18000000000006,26.043999999999997,48.37,15.986774193548388,97.94,11.229000000000005,2.6799999999999997,2.0219354838709678,7.21
1955,19,077,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",44.2,,27.36111111111111,433.06999999999994,077,19077,-2.0603225806451615,19.59,-1.7760714285714285,42.919999999999995,7.307419354838711,23.589999999999996,20.899333333333335,89.4,24.532258064516125,67.37,25.84766666666667,75.09,33.00193548387096,83.89999999999999,32.61354838709677,41.93000000000001,27.30466666666666,75.41,19.517096774193543,7.570000000000001,4.504666666666665,4.31,-1.4877419354838701,8.900000000000002
1956,19,077,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",41.5,,25.87037037037037,524.002,077,19077,-2.6941935483870965,12.04,1.0696551724137933,9.71,8.364516129032259,9.77,16.305333333333333,37.3,23.817096774193555,72.94999999999999,30.668999999999993,84.25,29.6441935483871,107.57000000000001,29.22129032258065,144.25,25.553999999999995,77.75,22.35225806451613,50.94,7.081666666666664,90.07,2.514838709677419,7.96
1957,19,077,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",51.6,,24.546296296296294,527.05,077,19077,-4.918387096774193,14.15,3.97,4.39,8.190645161290323,58.89,15.545333333333332,55.52,21.20677419354839,105.88999999999999,26.56533333333333,166.71,32.41774193548387,36.39,29.521612903225797,86.88999999999997,22.012666666666668,75.57000000000001,14.759999999999998,100.97,4.831333333333333,71.72,3.508387096774195,25.020000000000003
1958,19,077,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",63.2,,24.60185185185185,639.8259999999999,077,19077,-1.2980645161290323,22.37,-3.3035714285714284,20.41,4.865483870967743,16.32,16.235666666666667,34.69,24.79451612903226,28.240000000000002,25.789333333333335,91.07000000000001,26.718387096774194,306.5,29.290645161290325,53.669999999999995,24.81466666666666,125.46,19.948064516129033,13.29,10.613666666666663,24.17,-0.26354838709677386,2.4
1959,19,077,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",63.4,,24.814814814814813,571.246,077,19077,-4.025806451612904,22.74,-0.8403571428571434,30.32,7.460000000000002,83.88,16.119,72.78,22.208387096774192,192.77000000000004,28.426333333333336,85.6,28.734193548387104,39.85000000000001,30.63451612903226,83.18,22.727999999999994,97.00999999999999,14.863870967741933,50.2,3.709333333333333,42.67,4.116451612903226,42.349999999999994
1960,19,077,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",61.2,,24.518518518518523,674.8779999999999,077,19077,-3.6809677419354836,54.610000000000014,-3.5434482758620685,43.019999999999996,-1.7680645161290323,38.879999999999995,16.967333333333332,71.41999999999999,22.071612903225805,149.58999999999997,25.474666666666664,91.49,29.12548387096774,82.55999999999999,28.77516129032258,194.29,24.662999999999997,85.57,18.4383870967742,34.620000000000005,9.914666666666665,11.629999999999999,0.8083870967741934,16.93
1961,19,077,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",75.2,,23.277777777777775,648.97,077,19077,-0.30096774193548437,8.41,3.618928571428572,46.09,6.509032258064516,128.42999999999995,12.749333333333336,61.68,20.686129032258062,73.81,26.688333333333336,112.30999999999999,29.12806451612904,91.98,28.458709677419357,88.19,21.994000000000003,220.87,19.330322580645156,58.25,6.886666666666667,50.49,-3.2022580645161294,56.86
1962,19,077,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",77.1,,24.777777777777775,497.586,077,19077,-5.270967741935485,9.05,-1.9371428571428573,61.699999999999996,2.9016129032258062,37.16,15.944666666666667,36.260000000000005,25.96903225806452,159.82000000000002,26.503333333333334,98.03999999999999,28.456451612903226,95.77,28.9316129032258,64.31,22.805333333333337,43.41,18.41806451612903,63.47,9.240666666666668,8.670000000000002,1.2061290322580644,8.71
1963,19,077,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",82.5,,25.379629629629623,552.958,077,19077,-7.902903225806452,20.77,-0.5842857142857143,17.82,9.949354838709677,81.50999999999999,17.799333333333333,116.07000000000001,21.798387096774192,59.95,29.934333333333335,49.309999999999995,30.78741935483871,96.16,27.824516129032254,153.82,24.177999999999997,77.39,24.149032258064512,33.42,11.879999999999999,23.32,-4.5367741935483865,13.9
1964,19,077,04,4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",80.7,,24.89814814814815,832.6120000000001,077,19077,2.820967741935484,11.89,4.497931034482757,7.84,6.33225806451613,31.900000000000002,16.413333333333338,158.38,25.241290322580646,114.27000000000001,26.926666666666666,179.48000000000002,30.987741935483864,133.42000000000002,26.923225806451605,116.16999999999999,22.910000000000007,130.9,18.086129032258064,9.07,10.355666666666666,32.95,-0.5974193548387094,24.090000000000003
